organism_name	intraspecific_name	lineage	genome_assembly_id	taxonomy_id	bioproject	biosample	sra_run_id	ngs_read_file_source	ref_org	isolate_identifiers	selection_notes	lab_name	files_processed
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729915.1	28901	PRJNA231221	SAMN11056423	SRR9172018	SRA	No	PDT000640547.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729915.1	28901	PRJNA231221	SAMN11056423	SRR9172016	SRA	No	PDT000640547.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729915.1	28901	PRJNA231221	SAMN11056423	SRR9172017	SRA	No	PDT000640547.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729935.1	28901	PRJNA231221	SAMN11056422	SRR9171841	SRA	No	PDT000640548.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729935.1	28901	PRJNA231221	SAMN11056422	SRR9171842	SRA	No	PDT000640548.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729935.1	28901	PRJNA231221	SAMN11056422	SRR9171843	SRA	No	PDT000640548.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729895.1	28901	PRJNA231221	SAMN11056425	SRR9172097	SRA	No	PDT000640546.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Typhimurium var. 5-	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002206495.2	1620419	PRJNA231221	SAMN06173331	SRR5409208	SRA	No	PDT000220629.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Typhimurium var. 5-	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002206495.2	1620419	PRJNA231221	SAMN06173331	SRR5409209	SRA	No	PDT000220629.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_006370495.1	28901	PRJNA231221	SAMN10346773	SRR9160490	SRA	No	PDT000525860.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_012273475.1	28901	PRJNA231221	SAMN11056424	SRR9172070	SRA	No	PDT000721973.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_012273475.1	28901	PRJNA231221	SAMN11056424	SRR9172071	SRA	No	PDT000721973.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_013367835.1	28901	PRJNA231221	SAMN11056426	SRR9172100	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_013367835.1	28901	PRJNA231221	SAMN11056426	SRR9172099	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_013364495.1	28901	PRJNA231221	SAMN11056432	SRR9172266	SRA	No	PDT000770620.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_013364495.1	28901	PRJNA231221	SAMN11056432	SRR9172267	SRA	No	PDT000770620.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_013364515.1	28901	PRJNA231221	SAMN11056433	SRR9172269	SRA	No	PDT000770621.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_013364515.1	28901	PRJNA231221	SAMN11056433	SRR9172268	SRA	No	PDT000770621.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016117835.1	28901	PRJNA231221	SAMN13450409	SRR12047332	SRA	No	PDT000919351.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016117835.1	28901	PRJNA231221	SAMN13450409	SRR12047331	SRA	No	PDT000919351.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016889645.1	28901	PRJNA231221	SAMN16357413	SRR13183045	SRA	No	PDT000965933.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016889645.1	28901	PRJNA231221	SAMN16357413	SRR13183044	SRA	No	PDT000965933.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016889645.1	28901	PRJNA231221	SAMN16357413	SRR13183046	SRA	No	PDT000965933.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_012273475.1	28901	PRJNA231221	SAMN11056424	SRR9172072	SRA	No	PDT000721973.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_012273275.1	28901	PRJNA231221	SAMN11056401	SRR9163266	SRA	No	PDT000721972.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_012273275.1	28901	PRJNA231221	SAMN11056401	SRR9163265	SRA	No	PDT000721972.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_006370495.1	28901	PRJNA231221	SAMN10346773	SRR9160491	SRA	No	PDT000525860.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729935.1	28901	PRJNA231221	SAMN11056422	SRR9171840	SRA	No	PDT000640548.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729955.1	28901	PRJNA231221	SAMN11056403	SRR9163435	SRA	No	PDT000640549.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729895.1	28901	PRJNA231221	SAMN11056425	SRR9172095	SRA	No	PDT000640546.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729975.1	28901	PRJNA231221	SAMN11056402	SRR9163324	SRA	No	PDT000640550.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016028495.1	28091	PRJNA231221	SAMN13450408	SRR12047329	SRA	No	PDT000913817.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016028495.1	28091	PRJNA231221	SAMN13450408	SRR12047330	SRA	No	PDT000913817.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016127435.1	28091	PRJNA231221	SAMN16357236	SRR12826195	SRA	No	PDT000919352.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729955.1	28901	PRJNA231221	SAMN11056403	SRR9163434	SRA	No	PDT000640549.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016127835.1	28091	PRJNA231221	SAMN16357235	SRR12826194	SRA	No	PDT000919353.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016127835.1	28091	PRJNA231221	SAMN16357235	SRR12826193	SRA	No	PDT000919353.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Houtenae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. houtenae	GCA_001188155.2	1173947	PRJNA231221	SAMN03255435	SRR1950251	SRA	No	PDT000077174.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Houtenae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. houtenae	GCA_001188155.2	1173947	PRJNA231221	SAMN03255435	SRR1950250	SRA	No	PDT000077174.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Hadar	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Hadar	GCA_002209205.2	149385	PRJNA231221	SAMN06173326	SRR5417083	SRA	No	PDT000221670.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_000783815.2	28091	PRJNA231221	SAMN02934521	SRR1608976	SRA	No	PDT000044007.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Hadar	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Hadar	GCA_002209205.2	149385	PRJNA231221	SAMN06173326	SRR5417084	SRA	No	PDT000221670.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Infantis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Infantis	GCA_002206245.2	595	PRJNA231221	SAMN06173328	SRR5417089	SRA	No	PDT000220628.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Typhimurium var. 5-	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002208965.2	1620419	PRJNA231221	SAMN06173325	SRR5417086	SRA	No	PDT000221669.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Typhimurium var. 5-	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002208965.2	1620419	PRJNA231221	SAMN06173325	SRR5417085	SRA	No	PDT000221669.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Ohio	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Ohio	GCA_002206525.2	117541	PRJNA231221	SAMN06173329	SRR5417091	SRA	No	PDT000220630.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Ohio	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Ohio	GCA_002206525.2	117541	PRJNA231221	SAMN06173329	SRR5417092	SRA	No	PDT000220630.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	LT2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_001558355.2	28901	PRJNA231221	SAMN03996249	SRR2814419	SRA	Yes	PDT000106398.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	LT2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_001558355.2	28901	PRJNA231221	SAMN03996249	SRR2814422	SRA	Yes	PDT000106398.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	LT2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_001558355.2	28901	PRJNA231221	SAMN03996249	SRR2814420	SRA	Yes	PDT000106398.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	LT2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_001558355.2	28901	PRJNA231221	SAMN03996249	SRR2814421	SRA	Yes	PDT000106398.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Infantis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Infantis	GCA_002206245.2	595	PRJNA231221	SAMN06173328	SRR5417090	SRA	No	PDT000220628.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_000783815.2	28901	PRJNA231221	SAMN02934521	SRR1608974	SRA	No	PDT000044007.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016127435.1	28091	PRJNA231221	SAMN16357236	SRR12826196	SRA	No	PDT000919352.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729975.1	28901	PRJNA231221	SAMN11056402	SRR9163323	SRA	No	PDT000640550.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_006365335.1	28901	PRJNA231221	SAMN11056483	SRR9641504	SRA	No	PDT000525859.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009730015.1	28901	PRJNA231221	SAMN11056427	SRR9172122	SRA	No	PDT000640551.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009730015.1	28901	PRJNA231221	SAMN11056427	SRR9172121	SRA	No	PDT000640551.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_000783815.2	28901	PRJNA231221	SAMN02934521	SRR1608975	SRA	No	PDT000044007.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Heidelberg	GCA_001188125.2	28901	PRJNA231221	SAMN03255434	SRR1950246	SRA	No	PDT000077173.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_006364755.1	28901	PRJNA231221	SAMN11056480	SRR9641499	SRA	No	PDT000525858.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_006364755.1	28901	PRJNA231221	SAMN11056480	SRR9641498	SRA	No	PDT000525858.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Heidelberg	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Heidelberg	GCA_002984035.1	611	PRJNA231221	SAMN06173332	SRR5409216	SRA	No	PDT000294368.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Heidelberg	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Heidelberg	GCA_002984035.1	90371	PRJNA231221	SAMN06173332	SRR5409217	SRA	No	PDT000294368.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Hadar		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium	GCA_002209225.2	149385	PRJNA231221	SAMN06173334	SRR5417096	SRA	No	PDT000221671.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Heidelberg		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Saintpaul	GCA_002386325.1	611	PRJNA231221	SAMN07312417	SRR5868516	SRA	No	PDT000246719.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Heidelberg		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Heidelberg	GCA_001188125.2	611	PRJNA231221	SAMN03255434	SRR1950245	SRA	No	PDT000077173.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Heidelberg		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Heidelberg	GCA_001188125.2	611	PRJNA231221	SAMN03255434	SRR1950247	SRA	No	PDT000077173.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Heidelberg		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Heidelberg	GCA_001188125.2	611	PRJNA231221	SAMN03255434	SRR1950244	SRA	No	PDT000077173.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Paratyphi A		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Paratyphi A	GCA_002386165.1	54388	PRJNA231221	SAMN07312412	SRR5866640	SRA	No	PDT000246718.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Paratyphi A		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016889645.1	54388	PRJNA231221	SAMN16357413	SRR13183047	SRA	No	PDT000965933.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Paratyphi A		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Paratyphi A	GCA_002386165.1	54388	PRJNA231221	SAMN07312412	SRR5866642	SRA	No	PDT000246718.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Saintpaul		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_006365335.1	90105	PRJNA231221	SAMN11056483	SRR9641505	SRA	No	PDT000525859.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Saintpaul		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Saintpaul	GCA_002386325.1	90105	PRJNA231221	SAMN07312417	SRR5868515	SRA	No	PDT000246719.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Typhimurium		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium	GCA_002209225.2	90371	PRJNA231221	SAMN06173334	SRR5417097	SRA	No	PDT000221671.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica subsp. enterica serovar Typhimurium		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Paratyphi A	GCA_002386165.1	90371	PRJNA231221	SAMN07312412	SRR5866641	SRA	No	PDT000246718.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117403	SRR14511298	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Beta/B.1.351	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976045	SRR14460618	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Alpha/B.1.1.7	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976043	SRR14460620	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
