organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	num_segments 	assembly_gc_content	length	num_of_frameshifts	num_of_stop_codons	genome_coverage	n50 	n75	n90	l50 	l75	ref_genome_acc	query_coverage_against_reference	reference_coverage_against_query	percent_identity_against_reference	percent_reads_unaligned	assembly_level	assembly_score
Influenza A virus	Strain: H3N2		EPI_ISL_16868584	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NA			8	43.1	13425	0	0		2222	1555		3	5	NC_007368.1		96		97.91	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868584	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	HA			8	43.1	13425	0	0		2222	1555		3	5	NC_007367.1		95		98.24	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868584	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	M1			8	43.1	13425	0	0		2222	1555		3	5	NC_007370.1		100		98.63	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868587	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB2			8	43.03	13424	0	0		2222	1555		3	5	NC_007373.1		99		98.94	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868587	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PA			8	43.03	13424	0	0		2222	1555		3	5	NC_007372.1		99		98.8	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868587	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB1			8	43.03	13424	0	0		2222	1555		3	5	NC_007371.1		99		98.48	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868587	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NS1			8	43.03	13424	0	0		2222	1555		3	5	NC_007366.1		96		98.61	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868587	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NP			8	43.03	13424	0	0		2222	1555		3	5	NC_007369.1	100	99	96.98	98.92	Complete Genome	26
Influenza A virus	Strain: H3N2		EPI_ISL_16868587	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NA			8	43.03	13424	0	0		2222	1555		3	5	NC_007368.1		96		99.32	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868587	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	HA			8	43.03	13424	0	0		2222	1555		3	5	NC_007367.1		95		99.06	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868587	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	M1			8	43.03	13424	0	0		2222	1555		3	5	NC_007370.1		99		99.69	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868585	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB2			8	42.99	13396	0	0		2219	1555		3	5	NC_007373.1		99		99.21	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868585	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PA			8	42.99	13396	0	0		2219	1555		3	5	NC_007372.1		99		99.52	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868585	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB1			8	42.99	13396	0	0		2219	1555		3	5	NC_007371.1		99		99.22	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868585	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NS1			8	42.99	13396	0	0		2219	1555		3	5	NC_007366.1		96		99.3	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868585	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NP			8	42.99	13396	0	0		2219	1555		3	5	NC_007369.1	100	99	96.72	99.46	Complete Genome	26
Influenza A virus	Strain: H3N2		EPI_ISL_16868585	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NA			8	42.99	13396	0	0		2219	1555		3	5	NC_007368.1		96		99.55	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868585	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	HA			8	42.99	13396	0	0		2219	1555		3	5	NC_007367.1		95		99.66	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16868585	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	M1			8	42.99	13396	0	0		2219	1555		3	5	NC_007370.1		97		99.85	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16886787	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB2			8	43.06	13225	0	0		2183	1508		3	5	NC_007373.1		98		99.92	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16886787	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PA			8	43.06	13225	0	0		2183	1508		3	5	NC_007372.1		98		99.94	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16886787	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB1			8	43.06	13225	0	0		2183	1508		3	5	NC_007371.1		97		99.96	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16886787	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NS1			8	43.06	13225	0	0		2183	1508		3	5	NC_007366.1		95		99.96	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16886787	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NP			8	43.06	13225	0	0		2183	1508		3	5	NC_007369.1	99	96	96.94	99.93	Complete Genome	26
Influenza A virus	Strain: H3N2		EPI_ISL_16886787	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NA			8	43.06	13225	0	0		2183	1508		3	5	NC_007368.1		96		99.93	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16886787	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	HA			8	43.06	13225	0	0		2183	1508		3	5	NC_007367.1		95		99.96	Complete Genome	24
Influenza A virus	Strain: H3N2		EPI_ISL_16886787	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	M1			8	43.06	13225	0	0		2183	1508		3	5	NC_007370.1		94		99.99	Complete Genome	24
Sudan ebolavirus	Strain: Gulu		GCF_000855585.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000012	v1.4	HIVE2	50709	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/585/GCF_000855585.1_ViralProj15012/	Chromosome	1			41.34	18875	0	0		18875	18875		1	1	NC_006432.1	100	100	100.00		Complete Genome	25
Sudan ebolavirus	Strain:Gulu	FA10SRR7167616	FA10SRR7167616	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000012	v1.4	HIVE2 	59070	https://data.argosdb.org/					41.33	18875	0	0		18875	18875		1	1	NC_006432.1	100	100	99.98		Complete Genome	24
Sudan ebolavirus	Strain:Gulu	FA04SRR7167616	FA04SRR7167616	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000012	v1.4	Galaxy		https://data.argosdb.org/					41.33	18874	0	0		18874	18874		1	1	KC589025.1	100	100	100.00		Complete Genome	23
Candida albicans	FDAARGOS_656	NC_032089.1	GCA_014049485.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota| saccharomyceta| Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae| Candida/Lodderomyces clade|Candida	5476	ARGOS_000012	v1.4	HIVEAWS	78627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/485/GCA_014049485.1_ASM1404948v1/	Chromosome				33.61	16936052				833775	427555		7	14	NC_032089.1	99	99	100.00		Contig	23
Candida albicans	FDAARGOS_656	NC_032090.1	GCA_014049485.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota| saccharomyceta| Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae| Candida/Lodderomyces clade|Candida	5476	ARGOS_000012	v1.4	HIVEAWS	78627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/485/GCA_014049485.1_ASM1404948v1/	Chromosome				33.61	16936052				833775	427555		7	14	NC_032090.1	99	99	100.00		Contig	23
Candida albicans	FDAARGOS_656	NC_032091.1	GCA_014049485.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota| saccharomyceta| Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae| Candida/Lodderomyces clade|Candida	5476	ARGOS_000012	v1.4	HIVEAWS	78627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/485/GCA_014049485.1_ASM1404948v1/	Chromosome				33.61	16936052				833775	427555		7	14	NC_032091.1	99	99	100.00		Contig	23
Candida albicans	FDAARGOS_656	NC_032092.1	GCA_014049485.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota| saccharomyceta| Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae| Candida/Lodderomyces clade|Candida	5476	ARGOS_000012	v1.4	HIVEAWS	78627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/485/GCA_014049485.1_ASM1404948v1/	Chromosome				33.61	16936052				833775	427555		7	14	NC_032092.1	99	99	100.00		Contig	23
Candida albicans	FDAARGOS_656	NC_032093.1	GCA_014049485.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota| saccharomyceta| Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae| Candida/Lodderomyces clade|Candida	5476	ARGOS_000012	v1.4	HIVEAWS	78627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/485/GCA_014049485.1_ASM1404948v1/	Chromosome				33.61	16936052				833775	427555		7	14	NC_032093.1	99	99	100.00		Contig	23
Candida albicans	FDAARGOS_656	NC_032094.1	GCA_014049485.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota| saccharomyceta| Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae| Candida/Lodderomyces clade|Candida	5476	ARGOS_000012	v1.4	HIVEAWS	78627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/485/GCA_014049485.1_ASM1404948v1/	Chromosome				33.61	16936052				833775	427555		7	14	NC_032094.1	99	99	100.00		Contig	23
Candida albicans	FDAARGOS_656	NC_032095.1	GCA_014049485.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota| saccharomyceta| Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae| Candida/Lodderomyces clade|Candida	5476	ARGOS_000012	v1.4	HIVEAWS	78627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/485/GCA_014049485.1_ASM1404948v1/	Chromosome				33.61	16936052				833775	427555		7	14	NC_032095.1	99	99	100.00		Contig	23
Candida albicans	FDAARGOS_656	NC_032096.1	GCA_014049485.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota| saccharomyceta| Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae| Candida/Lodderomyces clade|Candida	5476	ARGOS_000012	v1.4	HIVEAWS	78627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/485/GCA_014049485.1_ASM1404948v1/	Chromosome				33.61	16936052				833775	427555		7	14	NC_032096.1	99	99	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605203	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Chromosome				38.73	13204426				2093445	1352776		3	5	HE605203	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605206	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Chromosome				38.73	13204426				2093445	1352776		3	5	HE605206	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605204	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Chromosome				38.73	13204426				2093445	1352776		3	5	HE605204	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605208	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Chromosome				38.73	13204426				2093445	1352776		3	5	HE605208	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605207	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Chromosome				38.73	13204426				2093445	1352776		3	5	HE605207	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605202	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Chromosome				38.73	13204426				2093445	1352776		3	5	HE605202	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605209	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Chromosome				38.73	13204426				2093445	1352776		3	5	HE605209	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605205	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Chromosome				38.73	13204426				2093445	1352776		3	5	HE605205	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_653	HE605210	GCA_014049495.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/495/GCA_014049495.1_ASM1404949v1/	Mitochondrion				38.73	13204426				2093445	1352776		3	5	HE605210	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605203	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Chromosome				38.7	13236450				1465131	958522		4	6	HE605203	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605206	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Chromosome				38.7	13236450				1465131	958522		4	6	HE605206	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605204	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Chromosome				38.7	13236450				1465131	958522		4	6	HE605204	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605208	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Chromosome				38.7	13236450				1465131	958522		4	6	HE605208	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605207	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Chromosome				38.7	13236450				1465131	958522		4	6	HE605207	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605202	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Chromosome				38.7	13236450				1465131	958522		4	6	HE605202	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605209	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Chromosome				38.7	13236450				1465131	958522		4	6	HE605209	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605205	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Chromosome				38.7	13236450				1465131	958522		4	6	HE605205	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_651	HE605210	GCA_014049455.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	78738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/455/GCA_014049455.1_ASM1404945v1/	Mitochondrion				38.7	13236450				1465131	958522		4	6	HE605210	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_652	HE605203	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Chromosome				38.71	13299476				2092998	893708		3	6	HE605203	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_652	HE605206	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Chromosome				38.71	13299476				2092998	893708		3	6	HE605206	100	100	100.00		Contig	23
