organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads_unique	pos_outlier_count	avg_read_length	max_read_length	strategy	wgs_accession	instrument	id_method	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_5.fastq	SRA	30.30	9.8584	6		4	4724.1058	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.02|0.02|0.02|0.07|0.02|0.02|0.01|0.01|0.02|0.07|0.02|0.02|0.01|0.01|0.02|0.02|0.01	0.99|0.99|0.98|0.98|0.98|0.93|0.98|0.98|0.99|0.99|0.98|0.93|0.98|0.98|0.99|0.99|0.98|0.98|0.99	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|25|30|32|37|60|63	96.3	3.7	9.479	10.054	10.254	9.867	4378189	1847133	1969800	4402773
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_7.fastq	SRA	38.47	9.9222	1		164	2662.6256	25395	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.02|0.01|0.02|0.02|0.02|0.06|0.02|0.02|0.02|0.02|0.02|0.05|0.02|0.02|0.01|0.02|0.02|0.02|0.02	0.98|0.99|0.98|0.98|0.98|0.94|0.98|0.98|0.98|0.98|0.98|0.95|0.98|0.98|0.99|0.98|0.98|0.98|0.98	0|1|2|3|4|5|6|7|9|10|13|14|16|20|22|29|43|46	97.7	2.3	9.525	10.116	10.238	9.914	540208	329761	351348	549329
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_9.fastq	SRA	42.12	9.7556	11		1019	2540.6377	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.01|0.01|0.01|0.02|0.01|0.01|0.01|0.01|0.01|0.03|0.01|0.01|0.01|0.01|0.01|0.01|0.01	0.99|0.99|0.99|0.99|0.99|0.98|0.99|0.99|0.99|0.99|0.99|0.97|0.99|0.99|0.99|0.99|0.99|0.99|0.99	0|1|2|3|4|5|6|7|15|41|45	99.8	0.2	9.399	9.939	9.991	9.742	347877	242861	262959	347180
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_11.fastq	SRA	42.23	9.932	2		2093	2283.6361	22843	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.0|0.01|0.01|0.01|0.03|0.01|0.01|0.01|0.01|0.01|0.03|0.01|0.01|0.01|0.01|0.01|0.01|0.01	0.99|1.0|0.99|0.99|0.99|0.97|0.99|0.99|0.99|0.99|0.99|0.97|0.99|0.99|0.99|0.99|0.99|0.99|0.99	0|1|2|3|4|5|6|7|8|9|10|12|15|20|56	99.3	0.7	9.55	10.011	10.315	9.946	271279	193381	206851	276198
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_13.fastq	SRA	43.14	9.8724	6		603	2298.674	15631	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.02|0.02|0.02|0.04|0.02|0.02|0.01|0.01|0.02|0.05|0.02|0.02|0.01|0.01|0.02|0.02|0.01	0.99|0.99|0.98|0.98|0.98|0.96|0.98|0.98|0.99|0.99|0.98|0.95|0.98|0.98|0.99|0.99|0.98|0.98|0.99	0|1|2|7|9|10|12|22	99.7	0.3	9.426	10.085	10.225	9.809	237431	174227	187737	239621
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_15.fastq	SRA	44.14	10.0255	4		317	2011.3426	7385	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.02|0.01|0.02|0.02|0.02|0.03|0.02|0.02|0.02|0.02|0.02|0.04|0.02|0.02|0.01|0.02|0.02|0.02|0.02	0.98|0.99|0.98|0.98|0.98|0.97|0.98|0.98|0.98|0.98|0.98|0.96|0.98|0.98|0.99|0.98|0.98|0.98|0.98	0|1|2|3|4|6|7|8|31|32	99.7	0.3	9.635	10.179	10.33	10.012	182513	139461	148167	181534
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_17.fastq	SRA	44.25	9.8637	24		2368	2178.35	18126	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.03|0.03|0.03|0.02|0.03|0.03|0.01|0.01|0.03|0.04|0.01|0.03|0.01|0.01|0.03|0.03|0.01	0.99|0.99|0.97|0.97|0.97|0.98|0.97|0.97|0.99|0.99|0.97|0.96|0.99|0.97|0.99|0.99|0.97|0.97|0.99	0|1|2|3|5|6|9|10	100	0	9.425	10.068	10.167	9.863	172939	132287	137601	167111
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_19.fastq	SRA	44.85	9.9621	4		715	1997.5591	7526	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.02|0.01|0.02|0.02|0.02|0.03|0.02|0.02|0.02|0.02|0.02|0.03|0.02|0.02|0.01|0.02|0.02|0.02|0.02	0.98|0.99|0.98|0.98|0.98|0.97|0.98|0.98|0.98|0.98|0.98|0.97|0.98|0.98|0.99|0.98|0.98|0.98|0.98	0|1|2|3|4|5|9|27|43	99.6	0.4	9.513	10.12	10.279	10.008	141926	111143	116425	137886
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_21.fastq	SRA	45.78	9.956	12		780	1883.8732	6510	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.02|0.01|0.03|0.03|0.03|0.05|0.03|0.03|0.02|0.02|0.03|0.05|0.02|0.03|0.01|0.02|0.03|0.03|0.02	0.98|0.99|0.97|0.97|0.97|0.95|0.97|0.97|0.98|0.98|0.97|0.95|0.98|0.97|0.99|0.98|0.97|0.97|0.98	0|1|2|3|5|9|20|30	98.6	1.4	9.68	10.088	10.186	9.889	108450	89627	94078	109110
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_23.fastq	SRA	46.25	10.2174	72		1891	1852.5371	8912	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.01|0.01|0.01|0.06|0.01|0.01|0.01|0.01|0.01|0.06|0.02|0.01|0.0|0.01|0.01|0.01|0.01	0.99|0.99|0.99|0.99|0.99|0.94|0.99|0.99|0.99|0.99|0.99|0.94|0.98|0.99|1.0|0.99|0.99|0.99|0.99	0|1|2|3|4	98.9	1.1	9.902	10.327	10.476	10.193	87357	73427	76512	86898
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_25.fastq	SRA	45.52	9.939	14		1045	1847.6713	5872	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.03|0.0|0.0|0.0|0.0|0.0|0.02|0.01|0.0|0.01|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|0.97|1.0|1.0|1.0|1.0|1.0|0.98|0.99|1.0|0.99|1.0|1.0|1.0|1.0	0|1|2|3|4	100	0	9.665	10.028	10.185	9.883	71301	57658	62625	72633
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_27.fastq	SRA	46.34	10.278	26		627	1688.1441	2849	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.01|0.01|0.01|0.06|0.01|0.01|0.0|0.0|0.01|0.05|0.0|0.01|0.0|0.0|0.01|0.01|0.0	1.0|1.0|0.99|0.99|0.99|0.94|0.99|0.99|1.0|1.0|0.99|0.95|1.0|0.99|1.0|1.0|0.99|0.99|1.0	0|1|2|4|5	100	0	10	10.41	10.511	10.206	50040	42502	44328	50514
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_29.fastq	SRA	46.41	10.0425	41		700	1645.8375	3844	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.04|0.03|0.04|0.04|0.04|0.12|0.04|0.04|0.04|0.04|0.04|0.12|0.05|0.04|0.01|0.04|0.04|0.04|0.04	0.96|0.97|0.96|0.96|0.96|0.88|0.96|0.96|0.96|0.96|0.96|0.88|0.95|0.96|0.99|0.96|0.96|0.96|0.96	0|1|2|5|12	100	0	9.788	10.175	10.286	9.926	35246	29324	31777	35320
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016117735.1	1502	ARGOS_000019	v1.4	HIVEAWS	80874	FDAARGOS_932	PRJNA231221	SAMN13450462	SRR12046746	SRR12046746_31.fastq	SRA	48.45	10.2381	15		345	982.8913	1884	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.2|0.15|0.2|0.2|0.2|0.33|0.2|0.2|0.2|0.2|0.2|0.33|0.22|0.2|0.2|0.2|0.2|0.2|0.2	0.8|0.85|0.8|0.8|0.8|0.67|0.8|0.8|0.8|0.8|0.8|0.67|0.78|0.8|0.8|0.8|0.8|0.8|0.8	0|1|2|3|5|16|50	95.7	4.3	10.03	10.275	10.48	10.14	11781	10941	10964	11527
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016026675.1	1502	ARGOS_000019	v1.4	HIVEAWS	80875	FDAARGOS_931	PRJNA231221	SAMN13450461	SRR12046730	SRR12046730_1.fastq	SRA	30.15	7.9373	14		329	20678.6187	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.07|0.07|0.08|0.08|0.08|0.1|0.08|0.08|0.07|0.07|0.08|0.11|0.07|0.08|0.06|0.07|0.08|0.08|0.07	0.93|0.93|0.92|0.92|0.92|0.9|0.92|0.92|0.93|0.93|0.92|0.89|0.93|0.92|0.94|0.93|0.92|0.92|0.93	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|100	91.6	8.4	7.505	8.018	8.064	7.961	1157784993	494505535	492442002	1129767077
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016026675.1	1502	ARGOS_000019	v1.4	HIVEAWS	80875	FDAARGOS_931	PRJNA231221	SAMN13450461	SRR12046730	SRR12046730_3.fastq	SRA	29.52	8.9881	2		0	8814.8173	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.01|0.01|0.01|0.05|0.01|0.01|0.01|0.01|0.01|0.05|0.01|0.01|0.01|0.01|0.01|0.01|0.01	0.99|0.99|0.99|0.99|0.99|0.95|0.99|0.99|0.99|0.99|0.99|0.95|0.99|0.99|0.99|0.99|0.99|0.99|0.99	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|46|47|50|53|54|55|56|59|60|61|66|67|76|83	97.8	2.2	8.629	9.087	9.288	9.185	163961134	67733113	66839504	157181659
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016026675.1	1502	ARGOS_000019	v1.4	HIVEAWS	80875	FDAARGOS_931	PRJNA231221	SAMN13450461	SRR12046730	SRR12046730_5.fastq	SRA	29.69	9.266	4		0	5964.5842	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.01|0.01|0.01|0.07|0.01|0.01|0.01|0.01|0.01|0.06|0.02|0.01|0.01|0.01|0.01|0.01|0.01	0.99|0.99|0.99|0.99|0.99|0.93|0.99|0.99|0.99|0.99|0.99|0.94|0.98|0.99|0.99|0.99|0.99|0.99|0.99	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|20|21|22|23|24|29|31|32|33|34|35|36|43|67|69	96.3	3.7	8.929	9.351	9.576	9.527	20854160	8547792	8545053	19617627
Clostridium perfringens		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	GCA_016026675.1	1502	ARGOS_000019	v1.4	HIVEAWS	80875	FDAARGOS_931	PRJNA231221	SAMN13450461	SRR12046730	SRR12046730_7.fastq	SRA	32.49	9.3037	1		185	4370.4966	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.02|0.02|0.02|0.07|0.02|0.02|0.01|0.01|0.02|0.08|0.02|0.02|0.01|0.01|0.02|0.02|0.01	0.99|0.99|0.98|0.98|0.98|0.93|0.98|0.98|0.99|0.99|0.98|0.92|0.98|0.98|0.99|0.99|0.98|0.98|0.99	0|1|2|3|4|6|11|12|13|17|21|23|40	96.9	3.1	8.957	9.367	9.589	9.641	1792483	846033	815314	1660337
