organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	representative_genome_acc	representative_genome_org	representative_genome_uniprot_acc	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	assembly_gc_content	length	size_gaps	size_contigs	contig_percentile	contig_momentum	coverage_contigs	cnt_contigs	coverage_gaps	cnt_gaps	gap_percentile	genome_coverage	n50	n75	n90	n95	l50	l75	l90	l95	phred_average	count_major_mutations	count_major_indels	mutation_momentum	indels_momentum	major_mutation_momentum	major_indels_momentum	alignment_anisotropy	overhang_momentum	aligned_momentum	entropic_momentum	reads_unaligned	percent_reads_unaligned	percent_reads_aligned	reads_aligned	assembly_level	rpkm
Saccharomyces cerevisiae		WMJW01000060	GCA_012275245.1	GCF_000146045.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UP000002311	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	4932	ARGOS_000089	v1.6	HIVE	139619	NCBI	contig	61	7,574	38.54%	37311	0	37311	100.00%	55.713623	55	1		0	0.00%	55	37311	37311	37311	37311	1	1	1	1	27.911474	15	40	0.015622	4.40E-05	0.623	0.003538	37.311141	2.718314	0.650415	0.770233	1866279	12.18%	0.07%	10691	Contig	21.288394
Saccharomyces cerevisiae		WMJW01000061	GCA_012275245.1	GCF_000146045.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UP000002311	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	4932	ARGOS_000089	v1.6	HIVE	139619	NCBI	contig	61	7,574	38.06%	46636	0	46636	100.00%	58.415173	58	4		0	0.00%	58	46168	46168	46168	46168	1	1	1	1	29.575529	17	73	0.013309	4.70E-05	0.884412	0.006579	37.557724	2.336847	0.692601	0.844687	1866279	12.18%	0.09%	14404	Contig	22.946861
Saccharomyces cerevisiae		WMJW01000062	GCA_012275245.1	GCF_000146045.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UP000002311	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	4932	ARGOS_000089	v1.6	HIVE	139619	NCBI	contig	61	7,574	38.52%	483955	0	483955	100.00%	144.627422	144	1		0	0.00%	144	483955	483955	483955	483955	1	1	1	1	31.739527	148	267	0.01123	0.000301	0.662005	0.023548	36.549006	10.643701	0.789147	0.778748	1866279	12.18%	2.83%	433925	Contig	66.614864
Staphylococcus hominis		CP054549	GCA_013343025.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	222928	NCBI	unnamed1	1	2,607	29.97%	129648	0	129648	100.00%	289.471253	289	1	0	0	0.00%	289	129648	129648	129648	129648	1	1	1	1	26.724061	183	453	0.016431	0.000729	0.951196	0.092773	37.336827	19.338063	0.785639	0.796892	2435497	9.71%	1.67%	419073	Chromosome	142.744908
Staphylococcus hominis		CP054550	GCA_013343025.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	222928	NCBI	chromosome	1	2,607	31.65%	2307413	0	2307413	100.00%	950.83486	950	1	0	0	0.00%	950	2307413	2307413	2307413	2307413	1	1	1	1	34.917651	2133	4568	0.013372	0.003836	0.563068	0.546852	36.352357	79.853404	0.832205	0.929414	2435497	9.71%	84.71%	21246170	Chromosome	406.623133
Staphylococcus hominis		CP054551	GCA_013343025.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	222928	NCBI	unnamed2	1	2,607	29.58%	43095	0	43095	100.00%	1058.99032	1058	1	0	0	0.00%	1058	43095	43095	43095	43095	1	1	1	1	32.137812	0	0	0.012261	0.000109	0	0	36.402135	4.822133	0.732832	0.867877	2435497	9.71%	2.07%	520005	Chromosome	532.865251
Staphylococcus hominis		CP054552	GCA_013343025.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	222928	NCBI	unnamed3	1	2,607	29.51%	30131	0	30131	100.00%	933.724304	933	1	0	0	0.00%	933	30131	30131	30131	30131	1	1	1	1	32.611994	0	2	0.014209	0.000071	0	0.000279	36.41459	3.412319	0.694792	0.85107	2435497	9.71%	1.25%	314020	Chromosome	460.23594
Staphylococcus hominis		CP054553	GCA_013343025.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	222928	NCBI	unnamed4	1	2,607	32.64%	1354	0	1354	100.00%	1787.68168	1787	1	0	0	0.00%	1787	1354	1354	1354	1354	1	1	1	1	34.350074	0	0	0.013794	0	0	0	37.305761	0.00072	0.974102	0.98449	2435497	9.71%	0.18%	44193	Chromosome	1441.35708
Staphylococcus hominis		CP054554	GCA_013343025.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	222928	NCBI	unnamed5	1	2,607	30.81%	2473	0	2473	100.00%	2206.3336	2206	1	0	0	0.00%	2206	2473	2473	2473	2473	1	1	1	1	33.742014	0	0	0.016158	0.000001	0	0	36.810756	0.003742	0.947961	0.973097	2435497	9.71%	0.40%	101065	Chromosome	1804.73495
Candida parapsilosis		JABWAA010000001	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.59%	3029332	0	3029332	100.00%	269.335	269	1		0	0.00%	269	3029332	3029332	3029332	3029332	1	1	1	1	30.628863	56	21	0.009298	0.002225	0.594148	0.060932	36.344419	90.408839	0.769485	0.908841	1335925	5.82%	20.48%	4700963	Contig	71.799751
Candida parapsilosis		JABWAA010000002	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.62%	41566	0	41566	100.00%	165.415	165	1		0	0.00%	165	41566	41566	41566	41566	1	1	1	1	24.995333	2	23	0.014427	5.90E-05	0.6565	0.064462	36.916999	3.973018	0.59557	0.789317	1335925	5.82%	0.13%	30800	Contig	34.284314
Candida parapsilosis		JABWAA010000003	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.84%	2092422	0	2092422	100.00%	277.778	277	1		0	0.00%	277	2092422	2092422	2092422	2092422	1	1	1	1	30.20552	56	6	0.009726	0.001642	0.586916	0.014268	36.347416	66.035436	0.767457	0.870475	1335925	5.82%	14.34%	3289822	Contig	72.745494
Candida parapsilosis		JABWAA010000004	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.75%	1495611	0	1495611	100.00%	287.033	287	1		0	0.00%	287	1495611	1495611	1495611	1495611	1	1	1	1	29.723603	9	10	0.010151	0.00125	0.536222	0.024063	36.355713	51.45604	0.762158	0.911842	1335925	5.82%	10.32%	2369219	Contig	73.294187
Candida parapsilosis		JABWAA010000005	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.56%	1465131	0	1465131	100.00%	288.333	288	1		0	0.00%	288	1465131	1465131	1465131	1465131	1	1	1	1	29.234956	30	21	0.010323	0.00131	0.631937	0.085378	36.346684	53.132259	0.756978	0.886634	1335925	5.82%	10.24%	2351058	Contig	74.245453
Candida parapsilosis		JABWAA010000006	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	39.40%	46510	0	46510	100.00%	164.999312	164	1		0	0.00%	164	46510	46510	46510	46510	1	1	1	1	25.717867	0	50	0.013355	6.20E-05	0	0.148776	36.621823	4.921485	0.556704	0.899721	1335925	5.82%	0.16%	35808	Contig	35.621869
Candida parapsilosis		JABWAA010000007	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.78%	1328158	0	1328158	100.00%	280.368	280	1		0	0.00%	280	1328158	1328158	1328158	1328158	1	1	1	1	29.523231	7	12	0.010286	0.00114	0.515029	0.030382	36.360141	47.056502	0.760043	0.915121	1335925	5.82%	8.89%	2039654	Contig	71.054197
Candida parapsilosis		JABWAA010000008	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.71%	958522	0	958522	100.00%	297.555	297	1		0	0.00%	297	958522	958522	958522	958522	1	1	1	1	29.109855	7	8	0.010568	0.000869	0.583971	0.023131	36.359261	35.653481	0.760498	0.896471	1335925	5.82%	6.67%	1529882	Contig	73.848015
Candida parapsilosis		JABWAA010000009	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.85%	894277	0	894277	100.00%	301.304155	301	1		0	0.00%	301	894277	894277	894277	894277	1	1	1	1	29.065129	3	15	0.010763	0.000819	0.511433	0.050973	36.377457	33.221603	0.759826	0.911135	1335925	5.82%	6.27%	1437782	Contig	74.388184
Candida parapsilosis		JABWAA010000010	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.71%	795836	0	795836	100.00%	302.893	302	1		0	0.00%	302	795836	795836	795836	795836	1	1	1	1	28.8454	8	2	0.010575	0.000748	0.6496	0.005703	36.355558	30.418978	0.762537	0.899805	1335925	5.82%	5.55%	1272975	Contig	74.008103
Candida parapsilosis		JABWAA010000011	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	21.90%	42743	0	42743	100.00%	2286.325	2286	1		0	0.00%	2286	42743	42743	42743	42743	1	1	1	1	22.707976	0	0	0.017249	6.80E-05	0	0	37.265915	2.136359	0.766161	0.821951	1335925	5.82%	3.28%	752290	Contig	814.335308
Candida parapsilosis		JABWAA010000012	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	38.98%	652115	0	652115	100.00%	303.505	303	1		0	0.00%	303	652115	652115	652115	652115	1	1	1	1	28.149118	5	14	0.011185	0.000664	0.545	0.045039	36.415324	28.566969	0.748284	0.908383	1335925	5.82%	4.34%	994963	Contig	70.593663
Candida parapsilosis		JABWAA010000013	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	44.20%	47146	0	47146	100.00%	136.67	136	1		0	0.00%	136	47146	47146	47146	47146	1	1	1	1	0	0	55	0.02478	0.000142	0	0.174735	40.07831	7.246014	0.687961	0.94584	1335925	5.82%	0.02%	5085	Contig	4.990328
Candida parapsilosis		JABWAA010000014	GCA_014049455.1	GCF_000182765.1	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	UP000005221	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	43740	NCBI	contig	14	6,034	39.32%	347081	0	347081	100.00%	366.275	366	1		0	0.00%	366	347081	347081	347081	347081	1	1	1	1	27.814113	7	1	0.011542	0.000365	0.588971	0.002201	36.599967	15.876451	0.738308	0.858319	1335925	5.82%	3.50%	802797	Contig	107.018258
Candida albicans		JABWAD010000001	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	34.12%	70038	0	70038	100.00%	354.146	354	1		0	0.00%	354	70038	70038	70038	70038	1	1	1	1	0	3	24	0.022825	8.50E-05	0.594267	0.00173	36.693466	3.981081	0.659639	0.923721	2234063	4.96%	0.23%	102107	Contig	34.023739
Candida albicans		JABWAD010000002	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	37.77%	49434	0	49434	100.00%	357.166	357	1		0	0.00%	357	49434	49434	49434	49434	1	1	1	1	0	2	34	0.026929	7.70E-05	0.51425	0.002239	36.852025	3.855862	0.647908	0.909862	2234063	4.96%	0.13%	58453	Contig	27.595693
Candida albicans		JABWAD010000003	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	32.22%	58861	0	58861	100.00%	308.148	308	1		0	0.00%	308	58861	58861	58861	58861	1	1	1	1	22.409456	1	14	0.023215	7.40E-05	0.5183	0.001019	37.001937	3.482546	0.674935	0.886376	2234063	4.96%	0.17%	74947	Contig	29.715762
Candida albicans		JABWAD010000004	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	32.17%	54950	0	54950	100.00%	336.533	336	1		0	0.00%	336	54950	54950	54950	54950	1	1	1	1	22.365416	3	37	0.023978	7.30E-05	0.718333	0.002722	37.117325	3.295823	0.673527	0.84052	2234063	4.96%	0.16%	72970	Contig	30.991094
Candida albicans		JABWAD010000005	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	34.89%	50963	0	50963	100.00%	346.951	346	1		0	0.00%	346	50963	50963	50963	50963	1	1	1	1	0	2	12	0.022638	6.40E-05	0.5134	0.000851	36.70404	2.940559	0.669944	0.905916	2234063	4.96%	0.16%	72376	Contig	33.143613
Candida albicans		JABWAD010000006	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	34.47%	52493	0	52493	100.00%	308.464	308	1		0	0.00%	308	52493	52493	52493	52493	1	1	1	1	0	0	10	0.021522	6.40E-05	0	0.000677	36.742518	2.655373	0.702483	0.87376	2234063	4.96%	0.16%	72685	Contig	32.314962
Candida albicans		JABWAD010000007	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	33.35%	1470785	0	1470785	100.00%	467.457	467	1		0	0.00%	467	1470785	1470785	1470785	1470785	1	1	1	1	25.817668	767	1189	0.018228	0.001267	0.551655	0.104768	36.443178	44.386758	0.735064	0.915022	2234063	4.96%	8.28%	3731318	Contig	59.207036
Candida albicans		JABWAD010000008	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	35.68%	37183	0	37183	100.00%	367.594	367	1		0	0.00%	367	37183	37183	37183	37183	1	1	1	1	0	3	24	0.026925	5.90E-05	0.746333	0.001601	36.970578	3.333016	0.598867	0.899696	2234063	4.96%	0.10%	45587	Contig	28.612568
Candida albicans		JABWAD010000009	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	31.15%	33672	0	33672	100.00%	290.271	290	1		0	0.00%	290	33672	33672	33672	33672	1	1	1	1	0	4	63	0.024738	4.50E-05	0.582775	0.004188	36.564713	2.440095	0.615554	0.937738	2234063	4.96%	0.09%	39831	Contig	27.606576
Candida albicans		JABWAD010000010	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	34.07%	443884	0	443884	100.00%	515.036	515	1		0	0.00%	515	443884	443884	443884	443884	1	1	1	1	24.24077	163	217	0.019863	0.000431	0.527932	0.019164	36.475295	15.390396	0.731889	0.916094	2234063	4.96%	2.65%	1195908	Contig	62.876525
Candida albicans		JABWAD010000011	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	32.02%	34931	0	34931	100.00%	358.982	358	1		0	0.00%	358	34931	34931	34931	34931	1	1	1	1	0	1	10	0.026274	5.10E-05	0.5371	0.000667	37.131316	2.848726	0.628293	0.875558	2234063	4.96%	0.09%	41280	Contig	27.579661
Candida albicans		JABWAD010000012	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	32.78%	36078	0	36078	100.00%	331.116	331	1		0	0.00%	331	36078	36078	36078	36078	1	1	1	1	0	2	30	0.023986	4.30E-05	0.5594	0.002336	36.807362	2.198959	0.627012	0.908295	2234063	4.96%	0.12%	52080	Contig	33.689051
Candida albicans		JABWAD010000013	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	34.76%	37440	0	37440	100.00%	323.563	323	1		0	0.00%	323	37440	37440	37440	37440	1	1	1	1	0	0	14	0.025101	5.40E-05	0	0.000919	36.818243	3.020946	0.596477	0.894912	2234063	4.96%	0.10%	45601	Contig	28.424889
Candida albicans		JABWAD010000014	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	31.81%	52197	0	52197	100.00%	347.444	347	1		0	0.00%	347	52197	52197	52197	52197	1	1	1	1	0	6	16	0.023494	6.30E-05	0.579517	0.001281	36.919076	2.902749	0.673236	0.914564	2234063	4.96%	0.16%	73942	Contig	33.060232
Candida albicans		JABWAD010000015	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	30.86%	35443	0	35443	100.00%	310.253	310	1		0	0.00%	310	35443	35443	35443	35443	1	1	1	1	0	3	33	0.024146	4.20E-05	0.5708	0.002296	36.965381	1.783267	0.682193	0.849785	2234063	4.96%	0.10%	46733	Contig	30.771838
Candida albicans		JABWAD010000016	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	33.52%	968174	0	968174	100.00%	453.242	453	1		0	0.00%	453	968174	968174	968174	968174	1	1	1	1	24.770585	456	564	0.019202	0.000903	0.546935	0.048891	36.45961	32.350624	0.738049	0.913952	2234063	4.96%	5.13%	2310716	Contig	55.699771
Candida albicans		JABWAD010000017	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	36.47%	42352	0	42352	100.00%	347.21	347	1		0	0.00%	347	42352	42352	42352	42352	1	1	1	1	0	1	15	0.023522	5.80E-05	0.6484	0.001162	37.045311	2.792127	0.646814	0.772953	2234063	4.96%	0.13%	57891	Contig	31.900492
Candida albicans		JABWAD010000018	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	32.21%	32383	0	32383	100.00%	313.504	313	1		0	0.00%	313	32383	32383	32383	32383	1	1	1	1	21.087052	1	14	0.02227	3.80E-05	0.8412	0.000978	37.107309	1.74571	0.666645	0.928072	2234063	4.96%	0.10%	43619	Contig	31.435392
Candida albicans		JABWAD010000019	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	32.16%	44282	0	44282	100.00%	370.236	370	1		0	0.00%	370	44282	44282	44282	44282	1	1	1	1	0	0	24	0.025442	5.50E-05	0	0.001801	37.196265	2.927812	0.639389	0.877521	2234063	4.96%	0.15%	67367	Contig	35.504241
Candida albicans		JABWAD010000020	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	35.20%	41049	0	41049	100.00%	325.44	325	1		0	0.00%	325	41049	41049	41049	41049	1	1	1	1	0	1	2	0.021583	4.80E-05	0.575	0.000196	36.729226	2.400995	0.660078	0.920592	2234063	4.96%	0.13%	57111	Contig	32.469637
Candida albicans		JABWAD010000021	GCA_014049485.1	GCF_000182965.3	Candida albicans (Yeast)	UP000536275	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5476	ARGOS_000089	v1.6	HIVE	42906	NCBI	contig	69	7,252	34.30%	379416	0	379416	100.00%	525.633	525	1		0	0.00%	525	379416	379416	379416	379416	1	1	1	1	22.484418	13	54	0.019605	0.000403	0.526415	0.003773	36.525753	15.29231	0.738704	0.926689	2234063	4.96%	2.11%	952606	Contig	58.594644
